date,port,vessel_type,vessel_availability,open_vessel,availability_date,regional_vessel_supply,active_route_observations,avg_wait_hours,source,source_type
2024-11-01,Kamarajar Port (Ennore),MR Tanker,5.07,1.1,2024-11-01,55.20162599134542,60,40.2185,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-11-01,Kamarajar Port (Ennore),Panamax,3.86,0.83,2024-11-01,33.456346375959775,30,41.657333333333334,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-11-01,Kolkata / Haldia Dock Complex (HDC),Handysize,5.82,1.14,2024-11-01,68.68961696409829,90,54.05977777777778,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-11-01,Kolkata / Haldia Dock Complex (HDC),MR Tanker,5.92,1.19,2024-11-01,70.54106870816344,90,50.63366666666666,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-11-01,Paradip Port,Capesize,5.49,0.99,2024-11-01,62.903225806451616,90,69.18855555555555,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-11-01,Paradip Port,MR Tanker,3.52,0.7,2024-11-01,27.289904259412157,30,53.068333333333335,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-11-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,6.39,1.45,2024-11-01,79.06597273666611,90,34.858333333333334,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-11-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),Supramax,4.7,1.08,2024-11-01,48.64092933135767,30,32.958666666666666,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-11-01,Visakhapatnam Port (Vizag),Capesize,3.45,0.67,2024-11-01,26.04735707628636,30,55.367666666666665,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-11-01,Visakhapatnam Port (Vizag),MR Tanker,4.8,0.98,2024-11-01,50.37166964244088,60,49.156333333333336,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-11-01,Visakhapatnam Port (Vizag),Panamax,5.49,0.99,2024-11-01,62.903225806451616,90,64.88433333333333,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-12-01,Chennai Port,MR Tanker,6.59,1.52,2024-12-01,82.53119442019309,93,32.326021505376346,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-12-01,Chennai Port,Panamax,5.33,1.21,2024-12-01,60.004893683475125,62,33.91677419354839,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-12-01,Chennai Port,Supramax,6.51,1.47,2024-12-01,81.11312360347233,62,34.950161290322576,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-12-01,Kamarajar Port (Ennore),MR Tanker,5.15,1.12,2024-12-01,56.63326754465589,62,40.155967741935484,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-12-01,Kamarajar Port (Ennore),Panamax,4.0,0.88,2024-12-01,35.98995125143173,31,38.26225806451613,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-12-01,Kolkata / Haldia Dock Complex (HDC),Handysize,6.11,1.26,2024-12-01,73.95792217485177,93,48.19086021505376,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-12-01,Kolkata / Haldia Dock Complex (HDC),MR Tanker,6.04,1.22,2024-12-01,72.64040541776491,93,50.62892473118279,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-12-01,Paradip Port,Capesize,5.61,1.01,2024-12-01,65.04123791423379,93,64.69118279569892,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-12-01,Paradip Port,MR Tanker,3.51,0.69,2024-12-01,27.13427927779182,31,54.649677419354845,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-12-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,6.55,1.49,2024-12-01,81.84239475368045,93,33.60064516129032,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-12-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),Supramax,4.75,1.09,2024-12-01,49.524908652154906,31,33.262903225806454,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-12-01,Visakhapatnam Port (Vizag),Capesize,3.73,0.77,2024-12-01,31.178347979519582,31,47.16612903225807,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-12-01,Visakhapatnam Port (Vizag),MR Tanker,4.69,0.91,2024-12-01,48.47636057773505,62,55.25032258064516,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-12-01,Visakhapatnam Port (Vizag),Panamax,5.79,1.09,2024-12-01,68.18772871410387,93,58.86860215053763,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-01-01,Chennai Port,MR Tanker,6.69,1.58,2025-01-01,84.41327820611724,93,28.843225806451613,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-01-01,Chennai Port,Panamax,5.54,1.32,2025-01-01,63.78225153069867,62,26.926774193548386,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-01-01,Chennai Port,Supramax,6.76,1.61,2025-01-01,85.60127459399062,62,26.64483870967742,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-01-01,Kamarajar Port (Ennore),MR Tanker,5.4,1.25,2025-01-01,61.24980581905808,62,31.613064516129032,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-01-01,Kamarajar Port (Ennore),Panamax,3.8,0.8,2025-01-01,32.4517615691623,31,44.809677419354834,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-01-01,Kolkata / Haldia Dock Complex (HDC),Handysize,6.33,1.37,2025-01-01,77.96910234855136,93,40.76817204301075,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-01-01,Kolkata / Haldia Dock Complex (HDC),MR Tanker,6.28,1.35,2025-01-01,76.96972108785025,93,42.61752688172043,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-01-01,Paradip Port,Capesize,6.19,1.3,2025-01-01,75.42047385412658,93,45.48440860215054,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-01-01,Paradip Port,MR Tanker,3.81,0.8,2025-01-01,32.60673277808665,31,44.52290322580645,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-01-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,6.89,1.69,2025-01-01,88.07767616202133,93,22.06225806451613,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-01-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),Supramax,4.97,1.19,2025-01-01,53.53254430251575,31,25.846774193548388,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-01-01,Visakhapatnam Port (Vizag),Capesize,4.07,0.91,2025-01-01,37.33553366052853,31,35.77225806451613,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-01-01,Visakhapatnam Port (Vizag),MR Tanker,5.1,1.1,2025-01-01,55.720785212693556,62,41.84451612903226,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-01-01,Visakhapatnam Port (Vizag),Panamax,6.17,1.29,2025-01-01,75.03621266004457,93,46.19548387096774,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-02-01,Chennai Port,MR Tanker,6.57,1.62,2025-02-01,82.2398032695237,84,21.225,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-02-01,Chennai Port,Panamax,5.45,1.34,2025-02-01,62.17448480039975,56,22.141785714285714,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-02-01,Chennai Port,Supramax,6.41,1.53,2025-02-01,79.30266243578308,56,26.66017857142857,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-02-01,Kamarajar Port (Ennore),MR Tanker,5.45,1.34,2025-02-01,62.050773049936325,56,22.370714285714286,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-02-01,Kamarajar Port (Ennore),Panamax,4.32,1.05,2025-02-01,41.772577730950964,28,23.681428571428572,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-02-01,Kolkata / Haldia Dock Complex (HDC),Handysize,6.13,1.38,2025-02-01,74.27387306183573,84,35.96595238095238,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-02-01,Kolkata / Haldia Dock Complex (HDC),MR Tanker,6.19,1.41,2025-02-01,75.35543413765018,84,33.96452380952381,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-02-01,Paradip Port,Capesize,6.32,1.48,2025-02-01,77.76392114433244,84,29.507619047619045,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-02-01,Paradip Port,MR Tanker,3.95,0.89,2025-02-01,35.01764595837668,28,36.181428571428576,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-02-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,6.54,1.61,2025-02-01,81.76547839372189,84,22.102738095238095,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-02-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),Supramax,5.07,1.29,2025-02-01,55.23761079720858,28,16.87142857142857,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-02-01,Visakhapatnam Port (Vizag),Capesize,4.2,1.0,2025-02-01,39.545766222609195,28,27.802142857142858,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-02-01,Visakhapatnam Port (Vizag),MR Tanker,5.29,1.25,2025-02-01,59.159179756147914,56,27.721607142857145,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-02-01,Visakhapatnam Port (Vizag),Panamax,6.24,1.44,2025-02-01,76.28278977099932,84,32.24845238095238,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-03-01,Chennai Port,MR Tanker,6.95,1.73,2025-03-01,89.06194961832789,93,20.240860215053765,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-03-01,Chennai Port,Panamax,5.71,1.41,2025-03-01,66.86825300605047,62,21.216129032258067,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-03-01,Chennai Port,Supramax,6.76,1.62,2025-03-01,85.6701313178659,62,26.517419354838708,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-03-01,Kamarajar Port (Ennore),MR Tanker,5.56,1.33,2025-03-01,64.06404113612747,62,26.40532258064516,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-03-01,Kamarajar Port (Ennore),Panamax,4.3,1.02,2025-03-01,41.34979350204699,31,28.343870967741935,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-03-01,Kolkata / Haldia Dock Complex (HDC),Handysize,6.54,1.49,2025-03-01,81.67312923752122,93,33.913870967741936,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-03-01,Kolkata / Haldia Dock Complex (HDC),MR Tanker,6.6,1.52,2025-03-01,82.77071122678707,93,31.88279569892473,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-03-01,Paradip Port,Capesize,6.67,1.56,2025-03-01,84.05406110316623,93,29.507956989247308,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-03-01,Paradip Port,MR Tanker,4.5,1.11,2025-03-01,44.93086610602102,31,21.71709677419355,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-03-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,6.96,1.73,2025-03-01,89.21076149161445,93,19.96548387096774,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-03-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),Supramax,5.27,1.35,2025-03-01,58.90424036888676,31,15.906451612903227,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-03-01,Visakhapatnam Port (Vizag),Capesize,4.25,0.99,2025-03-01,40.42240673998002,31,30.06,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-03-01,Visakhapatnam Port (Vizag),MR Tanker,5.5,1.3,2025-03-01,62.98055007980656,62,28.41032258064516,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-03-01,Visakhapatnam Port (Vizag),Panamax,6.74,1.6,2025-03-01,85.31108853573483,93,27.181827956989245,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-04-01,Chennai Port,MR Tanker,6.82,1.69,2025-04-01,86.73777391517116,90,20.661666666666665,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-04-01,Chennai Port,Panamax,5.72,1.44,2025-04-01,67.04995645195466,60,18.293166666666664,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-04-01,Chennai Port,Supramax,6.81,1.69,2025-04-01,86.63329763708867,60,20.855,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-04-01,Kamarajar Port (Ennore),MR Tanker,5.46,1.3,2025-04-01,62.27566074085612,60,27.128,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-04-01,Kamarajar Port (Ennore),Panamax,4.31,1.03,2025-04-01,41.501560182852714,30,26.76966666666667,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-04-01,Kolkata / Haldia Dock Complex (HDC),Handysize,6.45,1.48,2025-04-01,80.10965472840734,90,32.927,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-04-01,Kolkata / Haldia Dock Complex (HDC),MR Tanker,6.39,1.44,2025-04-01,79.01355446611093,90,34.955333333333336,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-04-01,Paradip Port,Capesize,6.45,1.48,2025-04-01,80.07621031065334,90,32.98888888888889,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-04-01,Paradip Port,MR Tanker,4.2,0.98,2025-04-01,39.65953532135019,30,30.178333333333335,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-04-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,6.77,1.66,2025-04-01,85.89878136709844,90,22.214222222222222,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-04-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),Supramax,5.21,1.33,2025-04-01,57.86330258181789,30,15.892666666666665,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-04-01,Visakhapatnam Port (Vizag),Capesize,4.41,1.08,2025-04-01,43.46679499988699,30,23.133,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-04-01,Visakhapatnam Port (Vizag),MR Tanker,5.43,1.28,2025-04-01,61.691584306920866,60,28.208833333333335,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-04-01,Visakhapatnam Port (Vizag),Panamax,6.62,1.57,2025-04-01,83.0913116347406,90,27.409444444444443,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-05-01,Chennai Port,MR Tanker,6.91,1.7,2025-05-01,88.3350899061289,93,21.585913978494624,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-05-01,Chennai Port,Panamax,5.75,1.43,2025-05-01,67.42015272197229,62,20.19483870967742,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-05-01,Chennai Port,Supramax,6.93,1.72,2025-05-01,88.73451701154546,62,20.846774193548388,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-05-01,Kamarajar Port (Ennore),MR Tanker,5.75,1.43,2025-05-01,67.46782946622515,62,20.106612903225805,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-05-01,Kamarajar Port (Ennore),Panamax,4.27,1.0,2025-05-01,40.841299670289594,31,29.28483870967742,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-05-01,Kolkata / Haldia Dock Complex (HDC),Handysize,6.43,1.43,2025-05-01,79.77175394752402,93,37.43236559139785,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-05-01,Kolkata / Haldia Dock Complex (HDC),MR Tanker,6.58,1.51,2025-05-01,82.36814634661165,93,32.627741935483876,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-05-01,Paradip Port,Capesize,6.76,1.62,2025-05-01,85.6372427898377,93,26.578279569892477,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-05-01,Paradip Port,MR Tanker,4.07,0.91,2025-05-01,37.296137155222674,31,35.84516129032258,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-05-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,6.94,1.72,2025-05-01,88.99094293767338,93,20.37225806451613,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-05-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),Supramax,5.04,1.23,2025-05-01,54.797764813621406,31,23.50548387096774,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-05-01,Visakhapatnam Port (Vizag),Capesize,4.54,1.13,2025-05-01,45.77213838303892,31,20.16032258064516,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-05-01,Visakhapatnam Port (Vizag),MR Tanker,5.51,1.31,2025-05-01,63.235581439374975,62,27.938387096774196,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-05-01,Visakhapatnam Port (Vizag),Panamax,6.61,1.53,2025-05-01,82.98082592175162,93,31.493978494623658,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-06-01,Chennai Port,MR Tanker,6.62,1.57,2025-06-01,83.16918849259865,90,27.265333333333334,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-06-01,Chennai Port,Panamax,5.4,1.27,2025-06-01,61.2453985469031,60,29.034499999999998,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-06-01,Chennai Port,Supramax,6.56,1.54,2025-06-01,82.11794097727214,60,29.21066666666667,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-06-01,Kamarajar Port (Ennore),MR Tanker,5.36,1.25,2025-06-01,60.5035269067605,60,30.407333333333334,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-06-01,Kamarajar Port (Ennore),Panamax,4.18,0.97,2025-06-01,39.26702875248514,30,30.904666666666667,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-06-01,Kolkata / Haldia Dock Complex (HDC),Handysize,6.19,1.34,2025-06-01,75.40642089955627,90,41.63033333333333,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-06-01,Kolkata / Haldia Dock Complex (HDC),MR Tanker,6.1,1.29,2025-06-01,73.71840848246845,90,44.754000000000005,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-06-01,Paradip Port,Capesize,6.16,1.32,2025-06-01,74.83912671833599,90,42.68011111111111,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-06-01,Paradip Port,MR Tanker,4.12,0.94,2025-06-01,38.217222289270126,30,32.84733333333333,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-06-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,6.59,1.56,2025-06-01,82.53842797463516,90,28.432555555555552,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-06-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),Supramax,4.98,1.21,2025-06-01,53.72081815584746,30,23.558333333333334,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-06-01,Visakhapatnam Port (Vizag),Capesize,3.95,0.87,2025-06-01,35.064920795402124,30,38.68066666666667,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-06-01,Visakhapatnam Port (Vizag),MR Tanker,5.17,1.15,2025-06-01,57.12588088895942,60,36.657666666666664,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-06-01,Visakhapatnam Port (Vizag),Panamax,6.23,1.36,2025-06-01,76.19990021844133,90,40.162,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-07-01,Chennai Port,MR Tanker,6.44,1.43,2025-07-01,79.94107757062321,93,37.119032258064514,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-07-01,Chennai Port,Panamax,5.31,1.2,2025-07-01,59.5866980364453,62,34.69064516129033,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-07-01,Chennai Port,Supramax,6.43,1.43,2025-07-01,79.68953262745356,62,37.58451612903225,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-07-01,Kamarajar Port (Ennore),MR Tanker,5.15,1.12,2025-07-01,56.76566420739834,62,39.91096774193549,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-07-01,Kamarajar Port (Ennore),Panamax,3.81,0.8,2025-07-01,32.605338211527155,31,44.52548387096774,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-07-01,Kolkata / Haldia Dock Complex (HDC),Handysize,5.76,1.08,2025-07-01,67.75489011819931,93,59.66956989247312,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-07-01,Kolkata / Haldia Dock Complex (HDC),MR Tanker,5.76,1.08,2025-07-01,67.70584786085692,93,59.76032258064516,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-07-01,Paradip Port,Capesize,5.65,1.03,2025-07-01,65.74677237946042,93,63.38559139784946,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-07-01,Paradip Port,MR Tanker,3.53,0.69,2025-07-01,27.498086829001178,31,53.976451612903226,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-07-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,6.58,1.51,2025-07-01,82.38098798034703,93,32.603978494623654,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2025-07-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),Supramax,4.71,1.07,2025-07-01,48.77306295576489,31,34.6541935483871,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
